stiffness
10084.43
9906.43
10505.86
9704.64
10322.86
10148.64
10692.14
10170.21
10957.43
9861.5
10270.14
10274.64
10685
9982.14
10316.14
10371.86
10309.86
9825.86
10452.29
10003.07
9917.43
9990.57
10240.14
10828.29
10727.57
10452.29
9786.93
10073.79
9882.07
10348.14
10226.79
10225.79
10515.14
10087.86
10115.71
10765.36
10459.64
9688.07
10107.07
10191.21
10131.29
10420.43
10355.43
10019.29
10301.86
10590.07
10041.93
10109.71
10035.14
10489.86
10287.79
10191.79
10399.21
9842.29
9893.21
10110.21
10287.14
10650.07
9890.64
10806.07
9968.14
9787.86
10011
10428.93
10369.71
10377.86
10315.79
10271.07
10066.86
10308.79
9917.79
10089.71
10256.36
10150.43
10127.5
9954.57
10485.14
9944.07
11001.71
10278.5
10086.14
10005.43
10372.36
10090.93
10708.14
10280.43
10051.86
10623.5
9956.86
10116.5
10107.64
10299.07
9932.07
9961.29
10207.71
10283.07
10479
10245.5
10203.29
10236.43
9408.57
9723.64
10290.93
10421
10480.93
10345.86
10257.21
10204
10459.07
10636.14
10196.14
10181.64
9781.64
10201
9683.64
10042.86
10123.93
9039.64
9264
9950.57
9484.86
8865.71
9839.79
9590.57
9629.5
9677.36
9776.07
9519.57
8689.64
9553.86
9676.79
9224.07
9796.93
9484
9333.21
8685.36
9302.86
9833.5
9396.93
9332.93
9267.86
9059.21
9596.5
9226.36
9540.5
9355.79
9344.64
9394.79
7692.86
9223.14
9206.71
8850.29
9254.07
9553.43
9559.21
9489.21
8946.43
8576.43
9130.07
8890.5
9210.79
8586.57
9683.43
10429.14
10346.36
9653.21
9659.21
9808.36
9470.86
9601.71
9629.36
9738.86
9581.79
9593.36
8981.71
8975.57
9170.36
9005.36
9004.64
10176.79
9245.71
9704.36
9680.64
9389.14
9620.71
9503.57
9098.5
9667.29
9015.07
9048.71
9127.29
8992.71
9508.5
9624.93
9434.93
9147.43
9726.71
9033.21
8935.71
9456.64
9521.57
9669.07
10067.36
9130.64
8967.14
9901.64
9764.64
10292
9641.57
9209.36
9778.43
9325.07
9801.21
10224.29
9177.07
9445
10195.14
9969.07
9483.43
9192.86
9414.79
9281.79
9544.57
9421.14
9644.71
9845.86
9756.21
9668
9677.57
10116.5
9691.36
9302.71
8899.57
9674.14
9630.5
9258.79
9570.64
9472.43
8982
9576.07
10078.71
8729.5
9586
9293.43
8915.71
9393.57
10103.86
9774.43
9565.71
9899.43
9782.5
8764.71
9590.5
9616.5
8909.71
9937.57
9261.21
9579.86
9018.14
9318.79
9734.36
10106.64
9653.43
9041.07
9695.43
9942
10535.29
9982.43
8946.14
9388.93
9790.57
10248.64
9954.07
9575.43
9108.5
9225.07
9185.14
8629.29
8949
9344.29
8740.21
9507.86
9490.71
9928.93
9308.21
9068.36
9133.79
9389.14
9840.57
9255.21
8851.71
9207
9398.5
9771.57
8918.79
9543
9324
9070.14
9467.43
9438.36
9514
9320.14
8847.43
9583.07
8840.07
8969.07
9369.57
8342.5
8947.29
8041.86
8601.07
9581.21
8976.93
9145.21
9590.79
9209.79
8696.79
3921.69
3664.71
3472.47
4087.16
3582.94
3054.38
4595.31
4012.07
3898.3
5336.56
4735.97
5425.59
5673.81
4729.86
5337.33
3140.05
3306.04
3943.62
3746.17
4618.45
4898.61
4311.06
3967.24
3570.35
4446.51
4082.99
5002.64
5131.55
1940.73
4274.66
3190.22
4479.91
4136.91
4374.83
4284.52
4412.67
2196.32
3889.03
4524.15
2934.78
3738.26
4156.04
3773.21
2720.95
3450.68
4306.71
2791.66
3746.34
3676.87
4504.39
3431.89
4499.57
4014.88
4241.16
4119.91
3387.71
4483.08
4386.48
3786.14
4218.71
3806.81
3764.54
4047.71
4057.06
3798.21
4068.11
4814.63
4571.77
4639.11
4056.46
3348.89
4700.85
5099.74
4642.18
4076.44
4155.1
3992.01
3838.52
2954.18
3293.45
4265.64
3787.93
3039.47
3412.93
4895.75
4696.94
4602.46
3474.91
3198.04
4435.71
4895.92
4834.44
4164.96
4220.92
4803.67
4040.22
2927.49
4056.29
4240.81
4015.99
4824.24
4162.35
4479.34
3093.03
3482.4
2415.31
2870.36
3057.23
3598.39
3918.54
3586.11
3637.18
5121.34
3377.38
4822.36
4419.39
3094.81
4293.54
4360.97
4406.64
3707.74
3836.65
5474.54
3929.36
2943.4
2829.56
4633.79
3457.99
4159.73
3294.56
4648.39
3489.95
3030.86
3867.95
3540.3
3322.54
3553.4
1951.8
2250.51
2463.85
4330.53
3712.84
3165.15
3457.82
3595.58
3817.16
3735.63
3735.89
3529.08
3455.79
4190.46
3610.04
4901.36
4413.09
4570.49
4299.83
3844.21
4566.14
4375.14
4245.15
3017.77
3413.86
2453.83
3834.99
5215.14
4453.91
5645.74
6012.76
3771.81
4906.29
4615.14
3632.49
3226.19
4457.74
4111.48
3028.23
4344.3
4250.06
4002.46
4201.7
5744.21
4623.04
4449.83
3713.31
3292.6
3358.84
4986.82
5093.41
5106.29
5858.08
5117.51
5600.59
4408.25
3809.78
3931.38
4125.51
3594.14
3382.14
3711.56
2479.42
9884.64
10631.57
10118.57
10365.5
9932.43
10307.71
10174.43
10171.07
10105.36
10622.43
9875.29
10447.43
10733.36
10605.64
9972.64
10308.57
10188.71
10346.43
9899
10180.71
10224.21
9914.21
9814
10435.86
10108.36
10078.71
10346.71
10064.64
9796.07
10524.5
10591.86
10047.29
9986.71
9804.29
10139.29
9804.07
10103.93
9623.14
10380.64
10982.93
9405
9909
10021.5
9871.29
9486.14
10117.79
9847.64
10343.79
10445.36
10403.07
9936.29
10240.29
10065.14
9717
10054.36
9876.29
10127.14
10108.5
9503.5
10388.43
9642.71
9982.21
10570.14
10720.07
10313.21
10425.36
10277.79
10113.79
10235.71
10279.14
9996.57
10276.5
10127.36
10311.07
10070.43
9712.07
10336.29
10294.36
10641.64
10331.64
10541.86
10606.71
10445.64
10249.29
10206.79
10550.93
9874.57
10241.14
9977.57
10396.86
10319.93
9919.36
10438.93
10037.57
10456.21
10133.36
10512.36
10285.79
10531.79
10181.79
10363.07
10203
10258.36
10438.5
10298.5
10581.36
10097.36
10274.5
9696
10505.21
10030.21
10186.29
10610.43
9904.14
9847.64
10373.07
9892.14
9685
10275.07
10648.57
9566.14
10825.14
10640.57
10384.21
10261.07
10572
10589.14
10878.57
10679.79
10569.79
10040.07
9903.86
10476.93
10383.5
10166.07
10666.93
10634.64
10355.29
10969.29
10318
10428.5
10016.79
10303.43
10437.36
9780.71
9846.07
10145.07
9758.57
10155.29
9816.5
9928
9904.29
10349.64
10295.71
10292.71
10618.36
10437.57
10221.79
11150.79
11291.14
9646.43
9757.57
10287.14
10275.86
